ID,source,location,region,harvest,rhytisma,days,lnpAFDMR,AFDMR
4973,Elwha B,1,Tributary,2,1,37,3.964132934,51.67457725
3043,Elwha C,1,Tributary,1,1,16,4.228099382,67.586751
4128,Elwha E,1,Tributary,1,0,16,4.189583691,64.9953108
6015,Elwha A,1,Tributary,1,1,16,4.102332988,59.4812251
7028,Elwha D,1,Tributary,1,1,16,4.196724081,65.46822946
2884,Elwha C,1,Tributary,2,0,37,4.083019433,58.32432552
3518,Elwha D,1,Tributary,2,0,37,4.034780381,55.5305037
4895,Elwha B,1,Tributary,1,0,16,4.43902977,83.69273037
5155,Elwha E,1,Tributary,2,1,37,4.012577615,54.28920132
5788,Elwha A,1,Tributary,2,0,37,3.865591263,46.73148595
1179,Elwha E,1,Tributary,3,0,44,4.096535582,59.13160531
1803,Elwha C,1,Tributary,3,0,44,3.871522354,47.01542695
1932,Elwha A,1,Tributary,3,0,44,3.850007032,45.99339369
3788,Elwha D,1,Tributary,3,1,44,3.869581036,46.92230415
2715,Elwha B,1,Tributary,3,4,44,3.889274788,47.87542862
2145,Elwha D,2,Tributary,1,0,17,4.375342789,78.46707532
4451,Elwha B,2,Tributary,1,0,17,4.341962021,75.85818888
4725,Elwha A,2,Tributary,1,0,17,4.271609075,70.63681193
7997,Elwha C,2,Tributary,1,0,17,4.334630805,75.2967853
16 (a),Elwha E,2,Tributary,1,1,17,4.325916483,74.63479911
3185,Elwha D,2,Tributary,2,0,38,4.107510524,59.79518088
4368,Elwha B,2,Tributary,2,0,38,3.929873084,49.90051717
4896,Elwha E,2,Tributary,2,0,38,4.205087913,66.02648991
7066,Elwha C,2,Tributary,2,1,38,4.066867027,57.37379229
8510,Elwha A,2,Tributary,2,0,38,4.095001647,59.03943804
3199,Elwha D,2,Tributary,3,0,45,3.855886652,46.27051086
3850,Elwha E,2,Tributary,3,0,45,4.047466631,56.25223214
4933,Elwha C,2,Tributary,3,0,45,4.000348651,53.61718905
4947,Elwha A,2,Tributary,3,0,45,4.168885881,63.64339154
8481,Elwha B,2,Tributary,3,0,45,4.086544551,58.5338198
2314,Elwha B,3,Tributary,1,0,17,4.143061341,61.99537689
2567,Elwha D,3,Tributary,1,0,17,4.162672295,63.24296959
3973,Elwha E,3,Tributary,1,0,17,4.219193254,66.97862068
7304,Elwha C,3,Tributary,1,0,17,4.202942129,65.88281974
8844,Elwha A,3,Tributary,1,0,17,4.161937388,63.19577432
3772,Elwha D,3,Tributary,2,0,38,3.63279381,36.81832638
4917,Elwha E,3,Tributary,2,0,38,3.928899879,49.85100463
4932,Elwha A,3,Tributary,2,0,38,4.105845751,59.6940549
8296,Elwha C,3,Tributary,2,0,38,3.832880342,45.19540536
200(b),Elwha B,3,Tributary,2,0,38,3.119409601,21.63301319
25,Elwha B,3,Tributary,3,1,45,3.066853019,20.47421727
26,Elwha C,3,Tributary,3,1,45,3.138251967,22.06351581
190,Elwha D,3,Tributary,3,0,45,3.315167443,26.5270028
463,Elwha A,3,Tributary,3,0,45,0,0
3063,Elwha E,3,Tributary,3,0,45,3.892520776,48.03433544
46,Elwha E,4,Tributary,1,0,16,4.261180543,69.89362705
339,Elwha A,4,Tributary,1,0,16,4.091387616,58.82284527
474,Elwha D,4,Tributary,1,1,16,4.118949332,60.4945979
494,Elwha C,4,Tributary,1,0,16,4.15618104,62.82730265
4397,Elwha B,4,Tributary,1,0,16,4.213555764,66.59647008
171,Elwha C,4,Tributary,2,1,37,3.078526698,20.7263693
340,Elwha E,4,Tributary,2,1,37,2.432346349,10.38556527
5865,Elwha D,4,Tributary,2,0,37,1.466163357,3.332580648
4 (b),Elwha B,4,Tributary,2,1,37,3.636277599,36.95030721
29,Elwha B,4,Tributary,3,0,44,2.877078901,16.76231185
39,Elwha A,4,Tributary,3,0,44,3.716031086,40.10094385
969,Elwha D,4,Tributary,3,0,44,0,0
5158,Elwha E,4,Tributary,3,0,44,4.627885715,101.2975491
10078,Elwha C,4,Tributary,3,0,44,0.622908114,0.864341885
15,Elwha C,5,Middle Elwha,1,1,16,4.290371011,71.99354488
283,Elwha D,5,Middle Elwha,1,0,16,3.936663474,50.24732769
1044,Elwha A,5,Middle Elwha,1,1,16,4.314535202,73.7788583
10069,Elwha E,5,Middle Elwha,1,0,16,4.320654216,74.23783399
220,Elwha B,5,Middle Elwha,1,5,16,4.231956033,67.85177689
402,Elwha D,5,Middle Elwha,2,0,37,3.841617435,45.60078726
413,Elwha B,5,Middle Elwha,2,0,37,3.963910675,51.66287115
4918,Elwha E,5,Middle Elwha,2,1,37,3.921825575,49.49253861
10 (b),Elwha C,5,Middle Elwha,2,1,37,3.994917705,53.32137006
16 (b),Elwha A,5,Middle Elwha,2,0,37,3.960041601,51.45950827
38,Elwha A,5,Middle Elwha,3,0,44,3.748945235,41.4762559
1639,Elwha B,5,Middle Elwha,3,1,44,3.87073383,46.97758055
2391,Elwha C,5,Middle Elwha,3,0,44,3.690639705,39.07047204
2447,Elwha E,5,Middle Elwha,3,0,44,3.867559436,46.82552228
7380,Elwha D,5,Middle Elwha,3,0,44,3.685390466,38.86068365
154,Elwha A,6,Middle Elwha,1,1,17,4.170089999,63.7212767
492,Elwha D,6,Middle Elwha,1,0,17,4.226726096,67.49262642
1724,Elwha C,6,Middle Elwha,1,0,17,4.184009367,64.62845499
3103,Elwha E,6,Middle Elwha,1,0,17,4.171228222,63.79498588
11529,Elwha B,6,Middle Elwha,1,1,17,4.079391528,58.10949243
187,Elwha C,6,Middle Elwha,2,0,38,3.859637439,46.4481454
519,Elwha A,6,Middle Elwha,2,1,38,3.905418524,48.67086401
1426,Elwha E,6,Middle Elwha,2,0,38,3.898609232,48.33378952
3707,Elwha D,6,Middle Elwha,2,0,38,1.653377628,4.224596803
4883,Elwha B,6,Middle Elwha,2,0,38,3.554464807,33.96909974
34,Elwha D,6,Middle Elwha,3,0,45,2.826872322,15.89254368
124,Elwha C,6,Middle Elwha,3,1,45,2.06209956,6.8624602
142,Elwha B,6,Middle Elwha,3,0,45,0.187305492,0.205995651
166,Elwha A,6,Middle Elwha,3,1,45,1.517188736,3.559389514
3192,Elwha E,6,Middle Elwha,3,0,45,0,0
457,Elwha C,7,Middle Elwha,1,1,16,4.152553361,62.59617716
1854,Elwha E,7,Middle Elwha,1,0,16,4.267782588,70.36321839
4879,Elwha B,7,Middle Elwha,1,0,16,4.273697093,70.78654716
6467,Elwha A,7,Middle Elwha,1,0,16,4.268086675,70.38492232
9522,Elwha D,7,Middle Elwha,1,0,16,4.063233232,57.16205883
305,Elwha D,7,Middle Elwha,2,1,37,0,0
444,Elwha B,7,Middle Elwha,2,0,37,0,0
645,Elwha C,7,Middle Elwha,2,0,37,3.809102391,44.10992961
3842,Elwha A,7,Middle Elwha,2,1,37,3.892309543,48.02397886
4322,Elwha E,7,Middle Elwha,2,0,37,2.354024386,9.527852729
2259,Elwha E,7,Middle Elwha,3,0,44,2.000155941,6.390208446
6815,Elwha D,7,Middle Elwha,3,0,44,3.898694756,48.33800892
11367,Elwha A,7,Middle Elwha,3,0,44,1.100697119,2.006261015
12101,Elwha C,7,Middle Elwha,3,0,44,0.51436773,0.672580645
330 (a),Elwha B,7,Middle Elwha,3,0,44,0.867576404,1.38113295
277,Elwha E,8,Middle Elwha,1,0,16,4.284149365,71.54081471
1728,Elwha D,8,Middle Elwha,1,0,16,4.305465586,73.10370907
3755,Elwha A,8,Middle Elwha,1,0,16,4.303861153,72.98490996
10085,Elwha B,8,Middle Elwha,1,2,16,4.280254657,71.25883888
11535,Elwha C,8,Middle Elwha,1,0,16,4.238208994,68.28365321
290,Elwha A,8,Middle Elwha,2,0,37,2.739656874,14.48167202
307,Elwha E,8,Middle Elwha,2,2,37,3.489491778,31.7692894
394,Elwha C,8,Middle Elwha,2,0,37,3.993884859,53.26529342
998,Elwha D,8,Middle Elwha,2,0,37,3.253980093,24.89319241
4950,Elwha B,8,Middle Elwha,2,0,37,3.577553521,34.78588425
221,Elwha A,8,Middle Elwha,3,0,44,3.43498056,30.03080932
436,Elwha D,8,Middle Elwha,3,0,44,3.107539243,21.36593949
3059,Elwha E,8,Middle Elwha,3,0,44,3.458085373,30.75611715
4453,Elwha C,8,Middle Elwha,3,1,44,3.688109642,38.96921936
6987,Elwha B,8,Middle Elwha,3,0,44,2.570256618,12.0691778
28,Elwha E,9,Aldwell Reservoir,1,0,16,4.321102801,74.27159212
362,Elwha B,9,Aldwell Reservoir,1,0,16,4.31508161,73.81972923
422,Elwha D,9,Aldwell Reservoir,1,0,16,4.206975032,66.15309629
459,Elwha C,9,Aldwell Reservoir,1,5,16,4.3141157,73.747495
4 (a),Elwha A,9,Aldwell Reservoir,1,0,16,4.341370711,75.8127553
3,Elwha A,9,Aldwell Reservoir,2,0,37,4.233094816,67.93022879
21,Elwha B,9,Aldwell Reservoir,2,0,37,4.059400378,56.93955883
255,Elwha C,9,Aldwell Reservoir,2,4,37,4.177367557,64.19400762
341,Elwha E,9,Aldwell Reservoir,2,0,37,4.209175324,66.30101539
377,Elwha D,9,Aldwell Reservoir,2,0,37,4.14092324,61.8608303
6,Elwha A,9,Aldwell Reservoir,3,0,44,3.870769078,46.9792717
30,Elwha E,9,Aldwell Reservoir,3,0,44,3.915769513,49.18767673
113,Elwha D,9,Aldwell Reservoir,3,2,44,3.887367392,47.78229268
387,Elwha C,9,Aldwell Reservoir,3,1,44,3.912338665,49.01578547
24 (a),Elwha B,9,Aldwell Reservoir,3,1,44,4.058947906,56.91334873
295,Elwha C,10,Aldwell Reservoir,1,0,16,4.239761625,68.39130871
423,Elwha D,10,Aldwell Reservoir,1,0,16,4.183621688,64.60301715
1013,Elwha B,10,Aldwell Reservoir,1,3,16,4.326359534,74.66831661
7265,Elwha A,10,Aldwell Reservoir,1,0,16,4.265879554,70.2275409
12109,Elwha E,10,Aldwell Reservoir,1,0,16,4.2518427,69.23471469
77,Elwha E,10,Aldwell Reservoir,2,2,37,4.257027694,69.59982699
354,Elwha D,10,Aldwell Reservoir,2,2,37,4.066267867,57.33882753
486,Elwha C,10,Aldwell Reservoir,2,1,37,4.067986829,57.43919599
4981,Elwha B,10,Aldwell Reservoir,2,1,37,4.216601114,66.80263876
8 (a),Elwha A,10,Aldwell Reservoir,2,0,37,4.124447915,60.83366239
207,Elwha C,11,Aldwell Reservoir,1,0,16,4.278885644,71.15998328
328,Elwha E,11,Aldwell Reservoir,1,0,16,4.274928762,70.87501889
418,Elwha A,11,Aldwell Reservoir,1,3,16,4.346460683,76.20472679
434,Elwha D,11,Aldwell Reservoir,1,0,16,4.200903028,65.74657786
11444,Elwha B,11,Aldwell Reservoir,1,1,16,4.203177744,65.89858019
265,Elwha B,11,Aldwell Reservoir,2,0,37,3.806027394,43.97142976
342,Elwha D,11,Aldwell Reservoir,2,1,37,4.003081454,53.7666512
373,Elwha C,11,Aldwell Reservoir,2,0,37,3.841068134,45.57519643
2565,Elwha E,11,Aldwell Reservoir,2,2,37,3.809522471,44.12888337
8 (b),Elwha A,11,Aldwell Reservoir,2,0,37,3.594635664,35.40243485
115,Elwha A,11,Aldwell Reservoir,3,0,44,3.893651477,48.08980997
286,Elwha B,11,Aldwell Reservoir,3,0,44,3.674090092,38.41277853
302,Elwha C,11,Aldwell Reservoir,3,0,44,3.478099809,31.39810097
3419,Elwha E,11,Aldwell Reservoir,3,0,44,3.779322835,42.78638109
330 (b),Elwha D,11,Aldwell Reservoir,3,0,44,3.639814944,37.08478825
155,Elwha A,12,Aldwell Reservoir,1,0,16,4.229392279,67.67548396
367,Elwha C,12,Aldwell Reservoir,1,0,16,4.229634734,67.69213669
855,Elwha E,12,Aldwell Reservoir,1,0,16,4.153971572,62.68643394
4227,Elwha D,12,Aldwell Reservoir,1,0,16,4.213808345,66.61354582
9 (b),Elwha B,12,Aldwell Reservoir,1,0,16,4.197579174,65.52509028
245,Elwha C,12,Aldwell Reservoir,2,0,37,0,0
439,Elwha A,12,Aldwell Reservoir,2,0,37,1.373442684,2.948922212
4894,Elwha E,12,Aldwell Reservoir,2,1,37,0,0
7462,Elwha D,12,Aldwell Reservoir,2,0,37,3.814104863,44.33615614
12 (a),Elwha B,12,Aldwell Reservoir,2,0,37,2.388302807,9.894987347
13,Elwha A,12,Aldwell Reservoir,3,1,44,0,0
22,Elwha B,12,Aldwell Reservoir,3,0,44,0,0
35,Elwha C,12,Aldwell Reservoir,3,0,44,0,0
1766,Elwha D,12,Aldwell Reservoir,3,0,44,1.862417362,5.439284053
4767,Elwha E,12,Aldwell Reservoir,3,0,44,1.229101955,2.418158497
149,Elwha B,13,Lower Elwha,1,0,17,4.237271915,68.21875937
257,Elwha C,13,Lower Elwha,1,0,17,4.075292425,57.86769246
378,Elwha A,13,Lower Elwha,1,0,17,4.346724787,76.22511956
4893,Elwha D,13,Lower Elwha,1,0,17,4.306383111,73.17173228
5272,Elwha E,13,Lower Elwha,1,0,17,4.207277944,66.17344085
232,Elwha A,13,Lower Elwha,2,0,38,3.471171408,31.17440974
485,Elwha C,13,Lower Elwha,2,0,38,3.763110505,42.08222526
1983,Elwha B,13,Lower Elwha,2,0,38,3.827708578,44.95711036
3589,Elwha D,13,Lower Elwha,2,2,38,2.459590003,10.70001359
5471,Elwha E,13,Lower Elwha,2,0,38,3.626653547,36.58682338
211,Elwha C,13,Lower Elwha,3,0,46,2.90992721,17.35546242
1087,Elwha A,13,Lower Elwha,3,0,46,2.419337797,10.23841474
1257,Elwha B,13,Lower Elwha,3,0,46,3.622444609,36.42895523
1701,Elwha D,13,Lower Elwha,3,2,46,0,0
10072,Elwha E,13,Lower Elwha,3,0,46,3.266810839,25.22756191
2094,Elwha A,14,Lower Elwha,1,0,17,4.248946179,69.0315727
4930,Elwha D,14,Lower Elwha,1,2,17,4.133019753,61.36596869
8962,Elwha B,14,Lower Elwha,1,0,17,4.321549659,74.30523535
9305,Elwha C,14,Lower Elwha,1,0,17,4.336912959,75.47110515
10849,Elwha E,14,Lower Elwha,1,1,17,4.135663093,61.53104122
49,Elwha B,14,Lower Elwha,2,0,38,3.928855932,49.84876993
890,Elwha E,14,Lower Elwha,2,0,38,4.006158395,53.93542448
5392,Elwha C,14,Lower Elwha,2,0,38,4.003172467,53.77163591
5750,Elwha A,14,Lower Elwha,2,0,38,3.313379844,26.47783952
9112,Elwha D,14,Lower Elwha,2,0,38,3.587642765,35.14876428
1067,Elwha D,14,Lower Elwha,3,0,46,3.526735299,33.01274472
1729,Elwha C,14,Lower Elwha,3,0,46,3.000747645,19.10055939
4906,Elwha A,14,Lower Elwha,3,2,46,3.270293064,25.31905138
6018,Elwha B,14,Lower Elwha,3,0,46,3.700436699,39.46497151
10092,Elwha E,14,Lower Elwha,3,0,46,3.845773173,45.79485088
1040,Elwha D,15,Lower Elwha,1,1,17,4.380382644,78.8685888
1174,Elwha C,15,Lower Elwha,1,2,17,4.314852052,73.80255574
1434,Elwha A,15,Lower Elwha,1,3,17,4.327188089,74.73103795
2596,Elwha E,15,Lower Elwha,1,0,17,4.325322233,74.58986649
2759,Elwha B,15,Lower Elwha,1,,17,4.254632621,69.43093759
1979,Elwha C,15,Lower Elwha,2,0,38,4.201155289,65.76341755
4726,Elwha E,15,Lower Elwha,2,0,38,4.199194791,65.63265622
9114,Elwha B,15,Lower Elwha,2,0,38,3.95285044,51.08361667
9501,Elwha D,15,Lower Elwha,2,0,38,3.973440801,52.16715407
9 (a),Elwha A,15,Lower Elwha,2,0,38,4.010163687,54.15589813
303,Elwha A,15,Lower Elwha,3,0,46,3.92984884,49.89928315
2271,Elwha D,15,Lower Elwha,3,1,46,3.975651584,52.28482514
3288,Elwha E,15,Lower Elwha,3,0,46,3.78074858,42.84885383
10095,Elwha B,15,Lower Elwha,3,0,46,3.812970636,44.2847638
12 (b),Elwha C,15,Lower Elwha,3,0,46,4.037267613,55.67128318
274,Elwha E,16,Lower Elwha,1,1,15,4.353873207,76.77913496
2146,Elwha C,16,Lower Elwha,1,0,15,4.270913375,70.58699154
3060,Elwha D,16,Lower Elwha,1,1,15,4.149553971,62.4057132
4404,Elwha B,16,Lower Elwha,1,1,15,4.26974444,70.50335989
4813,Elwha A,16,Lower Elwha,1,1,15,4.30170747,72.82574138
1686,Elwha D,16,Lower Elwha,2,0,36,4.152227581,62.57546217
2639,Elwha E,16,Lower Elwha,2,0,36,4.03895105,55.76676607
8669,Elwha B,16,Lower Elwha,2,1,36,4.190633971,65.06466077
8769,Elwha A,16,Lower Elwha,2,0,36,4.014604072,54.40135611
9502,Elwha C,16,Lower Elwha,2,0,36,3.739615722,41.08181594
31,Elwha A,16,Lower Elwha,3,2,44,3.713690668,40.00486294
215,Elwha D,16,Lower Elwha,3,0,44,3.965106392,51.7258787
246,Elwha B,16,Lower Elwha,3,0,44,3.926702792,49.73940319
409,Elwha C,16,Lower Elwha,3,0,44,3.795506955,43.50079059
2827,Elwha E,16,Lower Elwha,3,0,44,3.935670978,50.19649015
11,Elwha C,17,Delta,1,0,15,4.340453123,75.74230516
487,Elwha B,17,Delta,1,0,15,4.340856679,75.77328123
1514,Elwha D,17,Delta,1,0,15,4.382607289,79.04646584
4027,Elwha E,17,Delta,1,0,15,4.393329179,79.90933275
200(a),Elwha A,17,Delta,1,0,15,4.375617449,78.48890475
437,Elwha B,17,Delta,2,0,36,4.351376348,76.58517367
458,Elwha C,17,Delta,2,0,36,4.259210759,69.75411936
1984,Elwha A,17,Delta,2,1,36,4.276212749,70.96736476
5789,Elwha E,17,Delta,2,0,36,4.151245688,62.51306851
11351,Elwha D,17,Delta,2,1,36,4.251739929,69.22749697
321,Elwha A,17,Delta,3,1,43,4.175905948,64.09878907
2231,Elwha C,17,Delta,3,0,43,4.129485804,61.14595951
4109,Elwha D,17,Delta,3,0,43,4.202174109,65.83147211
4747,Elwha E,17,Delta,3,0,43,4.267285903,70.32778215
247,Elwha B,17,Delta,3,0,43,4.138403178,61.70261655
400,Elwha E,18,Delta,1,1,15,4.379289306,78.78131315
4888,Elwha C,18,Delta,1,0,15,4.342499681,75.89952357
8688,Elwha D,18,Delta,1,1,15,4.370748649,78.10282979
11134,Elwha B,18,Delta,1,3,15,2.175484356,7.806449546
11396,Elwha A,18,Delta,1,0,15,4.409095387,81.19507513
240,Elwha C,18,Delta,2,0,36,4.224036271,67.3086408
973,Elwha A,18,Delta,2,0,36,4.3361277,75.4110791
2489,Elwha E,18,Delta,2,0,36,4.082325467,58.28317074
4864,Elwha B,18,Delta,2,0,36,4.24434743,68.71025448
11620,Elwha D,18,Delta,2,0,36,4.239839435,68.39670826
2,Elwha A,18,Delta,3,1,43,4.192824332,65.20952482
79,Elwha C,18,Delta,3,0,43,4.259168591,69.75113586
298,Elwha B,18,Delta,3,1,43,4.208526217,66.257344
407,Elwha E,18,Delta,3,1,43,4.230488753,67.75082614
445,Elwha D,18,Delta,3,0,43,4.073963867,57.78953524
14,Elwha A,19,Delta,1,0,15,4.37600439,78.51966822
23,Elwha C,19,Delta,1,2,15,4.304877058,73.0601098
36,Elwha E,19,Delta,1,2,15,4.303944643,72.99108722
229,Elwha D,19,Delta,1,1,15,4.3290142,74.86945758
4946,Elwha B,19,Delta,1,0,15,4.325748263,74.6220769
164,Elwha D,19,Delta,2,0,36,4.225420983,67.40329411
285,Elwha C,19,Delta,2,0,36,4.102029392,59.46286603
2223,Elwha E,19,Delta,2,0,36,4.163234889,63.27912246
4683,Elwha B,19,Delta,2,0,36,4.309504294,73.40359749
7628,Elwha A,19,Delta,2,0,36,4.36701567,77.80809106
107,Elwha B,19,Delta,3,0,43,4.287582901,71.7903143
224,Elwha A,19,Delta,3,0,43,4.131688041,61.28297046
231,Elwha D,19,Delta,3,1,43,4.066154858,57.33223509
366,Elwha C,19,Delta,3,1,43,4.196880632,65.47863594
4724,Elwha E,19,Delta,3,3,43,4.08306377,58.32695584
397,Elwha D,20,Delta,1,2,15,4.332732422,75.15208217
1252,Elwha B,20,Delta,1,1,15,4.40862623,81.15652178
1853,Elwha C,20,Delta,1,0,15,4.403668015,80.75018028
4444,Elwha A,20,Delta,1,0,15,4.461405178,85.60912487
10094,Elwha E,20,Delta,1,0,15,4.316080781,73.8945243
318,Elwha C,20,Delta,2,0,36,4.186473326,64.79036019
455,Elwha D,20,Delta,2,0,36,4.159199672,63.02026488
1726,Elwha A,20,Delta,2,0,36,4.202447139,65.8497216
4365,Elwha B,20,Delta,2,1,36,4.244275048,68.70520889
10083,Elwha E,20,Delta,2,0,36,4.129166841,61.12614041
7,Elwha C,20,Delta,3,0,43,4.120981344,60.61968271
17,Elwha B,20,Delta,3,0,43,4.036032915,55.60135444
385,Elwha D,20,Delta,3,0,43,4.037565722,55.68817992
2996,Elwha A,20,Delta,3,0,43,4.124751517,60.85243806
3196,Elwha E,20,Delta,3,2,43,4.144018171,62.0556816
NA,Elwha A,1,Tributary,0,NA,0,4.615120517,100
NA,Elwha B,1,Tributary,0,NA,0,4.615120517,100
NA,Elwha C,1,Tributary,0,NA,0,4.615120517,100
NA,Elwha D,1,Tributary,0,NA,0,4.615120517,100
NA,Elwha E,1,Tributary,0,NA,0,4.615120517,100
NA,Elwha A,2,Tributary,0,NA,0,4.615120517,100
NA,Elwha B,2,Tributary,0,NA,0,4.615120517,100
NA,Elwha C,2,Tributary,0,NA,0,4.615120517,100
NA,Elwha D,2,Tributary,0,NA,0,4.615120517,100
NA,Elwha E,2,Tributary,0,NA,0,4.615120517,100
NA,Elwha A,3,Tributary,0,NA,0,4.615120517,100
NA,Elwha B,3,Tributary,0,NA,0,4.615120517,100
NA,Elwha C,3,Tributary,0,NA,0,4.615120517,100
NA,Elwha D,3,Tributary,0,NA,0,4.615120517,100
NA,Elwha E,3,Tributary,0,NA,0,4.615120517,100
NA,Elwha A,4,Tributary,0,NA,0,4.615120517,100
NA,Elwha B,4,Tributary,0,NA,0,4.615120517,100
NA,Elwha C,4,Tributary,0,NA,0,4.615120517,100
NA,Elwha D,4,Tributary,0,NA,0,4.615120517,100
NA,Elwha E,4,Tributary,0,NA,0,4.615120517,100
NA,Elwha A,5,Middle Elwha,0,NA,0,4.615120517,100
NA,Elwha B,5,Middle Elwha,0,NA,0,4.615120517,100
NA,Elwha C,5,Middle Elwha,0,NA,0,4.615120517,100
NA,Elwha D,5,Middle Elwha,0,NA,0,4.615120517,100
NA,Elwha E,5,Middle Elwha,0,NA,0,4.615120517,100
NA,Elwha A,6,Middle Elwha,0,NA,0,4.615120517,100
NA,Elwha B,6,Middle Elwha,0,NA,0,4.615120517,100
NA,Elwha C,6,Middle Elwha,0,NA,0,4.615120517,100
NA,Elwha D,6,Middle Elwha,0,NA,0,4.615120517,100
NA,Elwha E,6,Middle Elwha,0,NA,0,4.615120517,100
NA,Elwha A,7,Middle Elwha,0,NA,0,4.615120517,100
NA,Elwha B,7,Middle Elwha,0,NA,0,4.615120517,100
NA,Elwha C,7,Middle Elwha,0,NA,0,4.615120517,100
NA,Elwha D,7,Middle Elwha,0,NA,0,4.615120517,100
NA,Elwha E,7,Middle Elwha,0,NA,0,4.615120517,100
NA,Elwha A,8,Middle Elwha,0,NA,0,4.615120517,100
NA,Elwha B,8,Middle Elwha,0,NA,0,4.615120517,100
NA,Elwha C,8,Middle Elwha,0,NA,0,4.615120517,100
NA,Elwha D,8,Middle Elwha,0,NA,0,4.615120517,100
NA,Elwha E,8,Middle Elwha,0,NA,0,4.615120517,100
NA,Elwha A,9,Aldwell Reservoir,0,NA,0,4.615120517,100
NA,Elwha B,9,Aldwell Reservoir,0,NA,0,4.615120517,100
NA,Elwha C,9,Aldwell Reservoir,0,NA,0,4.615120517,100
NA,Elwha D,9,Aldwell Reservoir,0,NA,0,4.615120517,100
NA,Elwha E,9,Aldwell Reservoir,0,NA,0,4.615120517,100
NA,Elwha A,10,Aldwell Reservoir,0,NA,0,4.615120517,100
NA,Elwha B,10,Aldwell Reservoir,0,NA,0,4.615120517,100
NA,Elwha C,10,Aldwell Reservoir,0,NA,0,4.615120517,100
NA,Elwha D,10,Aldwell Reservoir,0,NA,0,4.615120517,100
NA,Elwha E,10,Aldwell Reservoir,0,NA,0,4.615120517,100
NA,Elwha A,11,Aldwell Reservoir,0,NA,0,4.615120517,100
NA,Elwha B,11,Aldwell Reservoir,0,NA,0,4.615120517,100
NA,Elwha C,11,Aldwell Reservoir,0,NA,0,4.615120517,100
NA,Elwha D,11,Aldwell Reservoir,0,NA,0,4.615120517,100
NA,Elwha E,11,Aldwell Reservoir,0,NA,0,4.615120517,100
NA,Elwha A,12,Aldwell Reservoir,0,NA,0,4.615120517,100
NA,Elwha B,12,Aldwell Reservoir,0,NA,0,4.615120517,100
NA,Elwha C,12,Aldwell Reservoir,0,NA,0,4.615120517,100
NA,Elwha D,12,Aldwell Reservoir,0,NA,0,4.615120517,100
NA,Elwha E,12,Aldwell Reservoir,0,NA,0,4.615120517,100
NA,Elwha A,13,Lower Elwha,0,NA,0,4.615120517,100
NA,Elwha B,13,Lower Elwha,0,NA,0,4.615120517,100
NA,Elwha C,13,Lower Elwha,0,NA,0,4.615120517,100
NA,Elwha D,13,Lower Elwha,0,NA,0,4.615120517,100
NA,Elwha E,13,Lower Elwha,0,NA,0,4.615120517,100
NA,Elwha A,14,Lower Elwha,0,NA,0,4.615120517,100
NA,Elwha B,14,Lower Elwha,0,NA,0,4.615120517,100
NA,Elwha C,14,Lower Elwha,0,NA,0,4.615120517,100
NA,Elwha D,14,Lower Elwha,0,NA,0,4.615120517,100
NA,Elwha E,14,Lower Elwha,0,NA,0,4.615120517,100
NA,Elwha A,15,Lower Elwha,0,NA,0,4.615120517,100
NA,Elwha B,15,Lower Elwha,0,NA,0,4.615120517,100
NA,Elwha C,15,Lower Elwha,0,NA,0,4.615120517,100
NA,Elwha D,15,Lower Elwha,0,NA,0,4.615120517,100
NA,Elwha E,15,Lower Elwha,0,NA,0,4.615120517,100
NA,Elwha A,16,Lower Elwha,0,NA,0,4.615120517,100
NA,Elwha B,16,Lower Elwha,0,NA,0,4.615120517,100
NA,Elwha C,16,Lower Elwha,0,NA,0,4.615120517,100
NA,Elwha D,16,Lower Elwha,0,NA,0,4.615120517,100
NA,Elwha E,16,Lower Elwha,0,NA,0,4.615120517,100
NA,Elwha A,17,Delta,0,NA,0,4.615120517,100
NA,Elwha B,17,Delta,0,NA,0,4.615120517,100
NA,Elwha C,17,Delta,0,NA,0,4.615120517,100
NA,Elwha D,17,Delta,0,NA,0,4.615120517,100
NA,Elwha E,17,Delta,0,NA,0,4.615120517,100
NA,Elwha A,18,Delta,0,NA,0,4.615120517,100
NA,Elwha B,18,Delta,0,NA,0,4.615120517,100
NA,Elwha C,18,Delta,0,NA,0,4.615120517,100
NA,Elwha D,18,Delta,0,NA,0,4.615120517,100
NA,Elwha E,18,Delta,0,NA,0,4.615120517,100
NA,Elwha A,19,Delta,0,NA,0,4.615120517,100
NA,Elwha B,19,Delta,0,NA,0,4.615120517,100
NA,Elwha C,19,Delta,0,NA,0,4.615120517,100
NA,Elwha D,19,Delta,0,NA,0,4.615120517,100
NA,Elwha E,19,Delta,0,NA,0,4.615120517,100
NA,Elwha A,20,Delta,0,NA,0,4.615120517,100
NA,Elwha B,20,Delta,0,NA,0,4.615120517,100
NA,Elwha C,20,Delta,0,NA,0,4.615120517,100
NA,Elwha D,20,Delta,0,NA,0,4.615120517,100
NA,Elwha E,20,Delta,0,NA,0,4.615120517,100
