ID,Assemblage,H-obs,H-est,H s.e.,H LCL,H UCL,D-obs,D-est,D s.e.,D LCL,D UCL,S-obs,S-est,S s.e.,S LCL,S UCL,harvest,region,sample,location,site,category,year,season,date,width,CC,fines,D50,temp,cond,p,n,po4,sio4,no3,no2,nh4,chla,omRock,imRock,omSeston,imSeston,BIden,shred,sarahSite,Et,k20,GPP,ER,Rp,Rb,G,NEP,MinT,MaxT,MeanT,k,depth,elevation,no2no3,rhytisma,,Channel,Study,Sed1,Sed2,Sed3,Sed4,Sed5,Sed6,Sed7,Sed8,Sed9,Sed10,Sed11,Sed12,SedTot,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,region,Sum,Rich,EvenM,Div,SimpsonM
16,new16,6.663727462,6.715489298,0.123838965,6.472769386,6.958209211,4.720193233,4.724616103,0.070734945,4.585978158,4.863254048,47,56.3865269,9.082914727,47,74.18871264,1,Middle Elwha, EM MS AL wk1,8,EMMSAL,EM,2017,Summer,80917,75.3,20,4,62,15.7,97.1,14.04,119.96,6.92,2242.97,9.09,1.64,24.91,0.73,0.14,1.66,0.9,0.2,2721.6,0.0723,EMMSAL-080917,0.06,0.47,1363.9,0,0,0,1331.9,1363.9,10.879,16.01,13.34547,0.032707,36,110.2575,13.4,5,EMMSAL-080917,Main,Food,0.497833688,0.135,0.08,0.05,1.15,1.005,4.78,25.059,48.013,191.894,66.2,0,338.8638337,0.001469126,0.00039839,0.000236083,0.000147552,0.003393694,0.002965793,0.014105961,0.073950058,0.14168818,0.566286458,0.195358706,0,Elwha Middle,476,13,0.704,1.805,0.7862
40,new40,6.428518538,6.451593236,0.064536312,6.325104387,6.578082084,4.230618167,4.231725228,0.035093097,4.162944021,4.300506434,70,81.63542142,9.264811755,70,99.79411878,3,Middle Elwha, EM MS AL wk3,8,EMMSAL,EM,2017,Summer,80917,75.3,20,4,62,15.7,97.1,14.04,119.96,6.92,2242.97,9.09,1.64,24.91,0.73,0.14,1.66,0.9,0.2,2721.6,0.0723,EMMSAL-080917,0.06,0.47,1363.9,0,0,0,1331.9,1363.9,10.879,16.01,13.34547,0.032707,36,110.2575,13.4,5,EMMSAL-080917,Main,Food,0.497833688,0.135,0.08,0.05,1.15,1.005,4.78,25.059,48.013,191.894,66.2,0,338.8638337,0.001469126,0.00039839,0.000236083,0.000147552,0.003393694,0.002965793,0.014105961,0.073950058,0.14168818,0.566286458,0.195358706,0,Elwha Middle,134,8,0.622,1.294,0.6635
24,new24,6.837615954,6.864956359,0.06534503,6.736882454,6.993030265,5.219286216,5.221160116,0.04451237,5.133917475,5.308402758,65,87.56058093,12.57855931,65,112.2141042,1,Aldwell Reservoir, EM MS LA1 wk1,9,EMMSLA1,AR,2017,Summer,80817,41.8,17,15,92,13.2,87.1,14.68,191.59,4.39,2172.03,2.55,0.21,15.99,0.78,0.34,2.26,1,1.2,772.2,0.0293,EMMSLA1-080817,0,0.3,1184.9,1730.4,0,1730.4,1203.8,-545.5,12.478,16.751,14.10585,0.013816,33,51.484,16.7,13,EMMSLA1-080817,Main,Food,0.503587144,0.335,0.57,0.975,4.205,2.355,7.695,22.95,32.324,133.959,64.067,0,269.9385871,0.001865562,0.001241023,0.002111591,0.003611933,0.015577617,0.008724207,0.028506484,0.085019338,0.119745755,0.496257321,0.237339169,0,Aldwell Reservoir,1336,13,0.159,0.407,0.1457
48,new48,1.541628382,1.541939932,0.004675071,1.532776961,1.551102903,1.179900798,1.17990215,0.001650215,1.176667789,1.183136512,55,61.12496097,9.033767507,55,78.83081993,3,Aldwell Reservoir, MS LA1 wk3,9,EMMSLA1,AR,2017,Summer,80817,41.8,17,15,92,13.2,87.1,14.68,191.59,4.39,2172.03,2.55,0.21,15.99,0.78,0.34,2.26,1,1.2,772.2,0.0293,EMMSLA1-080817,0,0.3,1184.9,1730.4,0,1730.4,1203.8,-545.5,12.478,16.751,14.10585,0.013816,33,51.484,16.7,13,EMMSLA1-080817,Main,Food,0.503587144,0.335,0.57,0.975,4.205,2.355,7.695,22.95,32.324,133.959,64.067,0,269.9385871,0.001865562,0.001241023,0.002111591,0.003611933,0.015577617,0.008724207,0.028506484,0.085019338,0.119745755,0.496257321,0.237339169,0,Aldwell Reservoir,1336,13,0.159,0.407,0.1457
1,new1,2.21616347,2.217208085,0.005465287,2.206496319,2.227919851,2.001357419,2.001385646,0.003583137,1.994362827,2.008408465,48,60.04149707,12.461923,48,84.46641732,1,Aldwell Reservoir, EM MS   LA2 wk1,10,EMMSLA2,AR,2017,Summer,80817,46.6,6,4,60,13.1,67.8,12.46,136.78,9.08,2399.82,3.01,0.41,3.64,0.41,0.11,0.43,0.1,1.5,1748.6,0.0706,EMMSLA2-080817,0,0.31,2349.3,3506.5,0,3506.5,1475.1,-1157.2,12.486,16.803,14.13743,0.012282,41,53.741,15.7,13,EMMSLA2-080817,Main,Food,0.149476861,0.334,0.862,0.899,3.247,1.805,6.476,15.818,16.03,88.86,0,0,134.4804769,0.001111513,0.002483632,0.006409852,0.006684985,0.024144769,0.013422023,0.048155689,0.117623021,0.119199458,0.660765057,0,0,Aldwell Reservoir,1427,14,0.213,0.561,0.2234
25,new25,2.622571509,2.623807286,0.009984846,2.604237346,2.643377225,2.11378822,2.113815828,0.005126763,2.103767558,2.123864098,56,79.99971857,13.3802938,56,106.2246125,3,Aldwell Reservoir, EM MS LA2 wk3 ,10,EMMSLA2,AR,2017,Summer,80817,46.6,6,4,60,13.1,67.8,12.46,136.78,9.08,2399.82,3.01,0.41,3.64,0.41,0.11,0.43,0.1,1.5,1748.6,0.0706,EMMSLA2-080817,0,0.31,2349.3,3506.5,0,3506.5,1475.1,-1157.2,12.486,16.803,14.13743,0.012282,41,53.741,15.7,13,EMMSLA2-080817,Main,Food,0.149476861,0.334,0.862,0.899,3.247,1.805,6.476,15.818,16.03,88.86,0,0,134.4804769,0.001111513,0.002483632,0.006409852,0.006684985,0.024144769,0.013422023,0.048155689,0.117623021,0.119199458,0.660765057,0,0,Aldwell Reservoir,307,10,0.523,1.204,0.57
2,new2,2.149387134,2.149750487,0.005615213,2.138744871,2.160756102,1.708636882,1.708643344,0.003511136,1.701761643,1.715525045,46,58.24993462,12.44553383,46,82.6427327,1,Aldwell Reservoir, EM MS LA 4 wk1,11,EMMSLA4,AR,2017,Summer,81017,72.3,19,1,78,14,95.2,16.36,131.59,3.48,2237.94,4.99,0.24,7.8,1.48,0.53,4.02,1.3,2.6,3192,0.0282,EMMSLA4-081017,0.65,0.17,630.1,1467.4,0,1467.4,1050.5,-837.3,11.575,17.814,14.39932,0.021132,35,57.34,28.8,7,EMMSLA4-081017,Main,Food,0.348287735,0,0,0,0.045,0.33,1.075,17.235,49.145,65.749,0,0,133.9272877,0.002600573,0,0,0,0.000336003,0.002464024,0.008026744,0.128689233,0.366952851,0.490930572,0,0,Aldwell Reservoir,1336,13,0.159,0.407,0.1457
26,new26,4.581896993,4.586701336,0.03690275,4.514373276,4.659029396,2.557300433,2.557417612,0.015368198,2.527296497,2.587538726,68,70.2499338,5.178176847,68,80.39897393,3,Aldwell Reservoir, EM MS LA4 wk3,11,EMMSLA4,AR,2017,Summer,81017,72.3,19,1,78,14,95.2,16.36,131.59,3.48,2237.94,4.99,0.24,7.8,1.48,0.53,4.02,1.3,2.6,3192,0.0282,EMMSLA4-081017,0.65,0.17,630.1,1467.4,0,1467.4,1050.5,-837.3,11.575,17.814,14.39932,0.021132,35,57.34,28.8,7,EMMSLA4-081017,Main,Food,0.348287735,0,0,0,0.045,0.33,1.075,17.235,49.145,65.749,0,0,133.9272877,0.002600573,0,0,0,0.000336003,0.002464024,0.008026744,0.128689233,0.366952851,0.490930572,0,0,Aldwell Reservoir,1336,13,0.159,0.407,0.1457
3,new3,2.113092682,2.115243621,0.013736549,2.08832048,2.142166762,1.526356699,1.52637642,0.006847059,1.51295643,1.539796409,46,88.6656194,31.48251873,46,150.3702222,1,Aldwell Reservoir, EM MS LA5 wk1,12,EMMSLA5,AR,2017,Summer,81017,28.7,23,7,69,13.9,101.8,13.22,138.4,7.58,2088.13,5.46,0.41,70.79,0.23,0.06,0.2,1.1,1.3,958.2,0.0154,EMMSLA5-081017,0,0.19,1441.6,2415.8,0,2415.6,1127.1,-974.2,11.592,17.894,14.44973,0.095203,40,60.268,8.4,2,EMMSLA5-081017,Main,Food,0.158395219,0.274,0.726,0.797,3.137,1.708,6.456,16.333,35.828,37.18,0,0,102.5973952,0.001543852,0.002670633,0.007076203,0.007768228,0.030575825,0.016647596,0.062925574,0.159195075,0.349209645,0.362387368,0,0,Aldwell Reservoir,1427,14,0.213,0.561,0.2234
27,new27,4.466255438,4.470778222,0.030917582,4.410180874,4.531375569,3.01859214,3.018718688,0.01349284,2.992273208,3.045164169,78,91.99970926,8.252847253,78,108.1749926,3,Aldwell Reservoir, EM MS LA 5,12,EMMSLA5,AR,2017,Summer,81017,28.7,23,7,69,13.9,101.8,13.22,138.4,7.58,2088.13,5.46,0.41,70.79,0.23,0.06,0.2,1.1,1.3,958.2,0.0154,EMMSLA5-081017,0,0.19,1441.6,2415.8,0,2415.6,1127.1,-974.2,11.592,17.894,14.44973,0.095203,40,60.268,8.4,2,EMMSLA5-081017,Main,Food,0.158395219,0.274,0.726,0.797,3.137,1.708,6.456,16.333,35.828,37.18,0,0,102.5973952,0.001543852,0.002670633,0.007076203,0.007768228,0.030575825,0.016647596,0.062925574,0.159195075,0.349209645,0.362387368,0,0,Aldwell Reservoir,307,10,0.523,1.204,0.57
4,new4,19.15861714,19.93399183,0.842913669,18.2819114,21.58607227,8.423471426,8.468150225,0.427850285,7.629579075,9.306721375,80,104.9822443,17.90230262,80,140.0701127,1,Lower Elwha, EL MS FW wk1,13,ELMSFW,EL,2017,Summer,81117,72.5,61,6,52,14.3,91.4,18.44,257.64,4.6,2391.5,3.23,0.14,16.85,1.16,0.55,10.28,1.2,3.8,2419.2,0.0417,ELMSFW-081117,0,0.46,2632.2,2304.6,0,2297.9,2097.2,327.6,11.699,17.273,14.20542,0.043913,36,17.9035,20.7,4,ELMSFW-081117,Main,Food,0.239247225,0.01,0.105,0.34,1.41,0.765,4.45,20.84,16.765,10.07,0,0,54.99424722,0.004350405,0.000181837,0.001909291,0.006182465,0.025639045,0.013910546,0.080917555,0.378948727,0.304850068,0.183110062,0,0,Lower Elwha,1785,9,0.331,0.728,0.3367
28,new28,3.145772141,3.147275939,0.017703251,3.112578205,3.181973673,2.100037137,2.100080964,0.009638247,2.081190348,2.11897158,40,47.99984823,11.57805094,40,70.69241108,3,Lower Elwha, EL MS FW wk3,13,ELMSFW,EL,2017,Summer,81117,72.5,61,6,52,14.3,91.4,18.44,257.64,4.6,2391.5,3.23,0.14,16.85,1.16,0.55,10.28,1.2,3.8,2419.2,0.0417,ELMSFW-081117,0,0.46,2632.2,2304.6,0,2297.9,2097.2,327.6,11.699,17.273,14.20542,0.043913,36,17.9035,20.7,4,ELMSFW-081117,Main,Food,0.239247225,0.01,0.105,0.34,1.41,0.765,4.45,20.84,16.765,10.07,0,0,54.99424722,0.004350405,0.000181837,0.001909291,0.006182465,0.025639045,0.013910546,0.080917555,0.378948727,0.304850068,0.183110062,0,0,Lower Elwha,9396,13,0.188,0.483,0.2049
5,new5,9.827653344,10.44890126,0.746519989,8.985748973,11.91205356,4.440722345,4.469850211,0.280168783,3.920729487,5.018970935,47,59.2268431,11.92125205,47,82.59206776,1,Lower Elwha,EL MS FH wk1,14,ELMSFH,EL,2017,Summer,80717,48.8,25,0,81,16.8,82.3,18.39,135.7,2.9,2294.68,1.86,0.3,4.34,1.17,0.16,1.11,1.6,8.5,3084,0.0506,ELMSFH-080717,0,0.21,622.9,659.7,0,659.7,831.9,-36.8,12.824,17.769,14.8686,0.024219,38,19.2455,32.8,5,ELMSFH-080717,Main,Food,0.286792032,0.13,0.372,0.348,1.499,0.988,5.194,15.56,15.191,103.25,0,0,142.818792,0.002008083,0.000910244,0.002604699,0.002436654,0.010495818,0.006917857,0.036367763,0.108949248,0.106365554,0.722944079,0,0,Lower Elwha,18572,13,0.135,0.345,0.1444
29,new29,5.922961165,5.937521688,0.052077732,5.835451209,6.039592166,4.315984142,4.316852432,0.030052356,4.257950897,4.375753966,50,78.8982471,30.6019739,50,138.8770138,3,Lower Elwha, EL MS FH wk3,14,ELMSFH,EL,2017,Summer,80717,48.8,25,0,81,16.8,82.3,18.39,135.7,2.9,2294.68,1.86,0.3,4.34,1.17,0.16,1.11,1.6,8.5,3084,0.0506,ELMSFH-080717,0,0.21,622.9,659.7,0,659.7,831.9,-36.8,12.824,17.769,14.8686,0.024219,38,19.2455,32.8,5,ELMSFH-080717,Main,Food,0.286792032,0.13,0.372,0.348,1.499,0.988,5.194,15.56,15.191,103.25,0,0,142.818792,0.002008083,0.000910244,0.002604699,0.002436654,0.010495818,0.006917857,0.036367763,0.108949248,0.106365554,0.722944079,0,0,Lower Elwha,581,11,0.38,0.912,0.4884
6,new6,3.18182043,3.197348492,0.048780924,3.101739639,3.292957345,1.961611002,1.961847588,0.020948922,1.920788456,2.00290672,60,70.32013435,9.496744443,60,88.93341143,1,Lower Elwha, EL MS HR wk1,15,ELMSHR,EL,2017,Summer,81017,28.1,46,0,60,16.9,100.5,13.75,131.09,5.67,2569.91,5.17,0.19,50.98,1.91,0.19,0.79,1.2,1.1,2568,0.1121,ELMSHR-081017,0,0.35,5967.7,6457.3,0,6457.3,1937.8,-489.6,11.823,17.769,14.72701,0.014815,24,16.226,18.5,7,ELMSHR-081017,Main,Food,0.593477159,0.015,0.02,0.075,1.125,1.17,8.47,28.648,22.263,22.771,0,0,85.15047716,0.006969746,0.000176159,0.000234878,0.000880794,0.013211905,0.013740381,0.099470963,0.336439688,0.261454789,0.267420698,0,0,Lower Elwha,1785,9,0.331,0.728,0.3367
30,new30,3.129509888,3.141966503,0.049254477,3.045429501,3.238503505,2.213287297,2.21369283,0.024173254,2.166314124,2.261071537,35,49.39782609,23.86802537,35,96.1782962,3,Lower Elwha, EL MS HR wk3,15,ELMSHR,EL,2017,Summer,81017,28.1,46,0,60,16.9,100.5,13.75,131.09,5.67,2569.91,5.17,0.19,50.98,1.91,0.19,0.79,1.2,1.1,2568,0.1121,ELMSHR-081017,0,0.35,5967.7,6457.3,0,6457.3,1937.8,-489.6,11.823,17.769,14.72701,0.014815,24,16.226,18.5,7,ELMSHR-081017,Main,Food,0.593477159,0.015,0.02,0.075,1.125,1.17,8.47,28.648,22.263,22.771,0,0,85.15047716,0.006969746,0.000176159,0.000234878,0.000880794,0.013211905,0.013740381,0.099470963,0.336439688,0.261454789,0.267420698,0,0,Lower Elwha,9396,13,0.188,0.483,0.2049
7,new7,1.577482904,1.579403199,0.012739943,1.554433369,1.604373029,1.173268342,1.173276548,0.003840911,1.165748501,1.180804595,42,66.49901102,19.29517113,42,104.3168515,1,Lower Elwha, EL MS NM wk1,16,ELMSNM,EL,2017,Summer,80717,17.8,24,11,56,15.8,103.1,14.84,128.91,3.67,2604.06,2.94,0.38,13.52,0.45,0.12,0.64,1.3,3.4,961.7,0.025,ELMSNM-080717,0.14,0.24,1341,1619.8,0,1619.8,1650.2,-278.9,12.275,17.328,14.55588,0.016088,37,-7.7775,14.1,7,ELMSNM-080717,Main,Food,0.581838266,0.235,0.27,0.335,1.82,1.15,5.47,18.228,11.49,23.183,0,0,62.76283827,0.009270426,0.003744254,0.004301909,0.005337553,0.028998051,0.018322944,0.087153484,0.290426636,0.183070115,0.369374627,0,0,Lower Elwha,18572,13,0.135,0.345,0.1444
31,new31,7.970193172,7.988552454,0.111080049,7.770839559,8.20626535,5.001819078,5.004633926,0.089085052,4.830030432,5.17923742,28,31.99943789,6.476260369,28,44.69267496,3,Lower Elwha, EL MS NM wk3,16,ELMSNM,EL,2017,Summer,80717,17.8,24,11,56,15.8,103.1,14.84,128.91,3.67,2604.06,2.94,0.38,13.52,0.45,0.12,0.64,1.3,3.4,961.7,0.025,ELMSNM-080717,0.14,0.24,1341,1619.8,0,1619.8,1650.2,-278.9,12.275,17.328,14.55588,0.016088,37,-7.7775,14.1,7,ELMSNM-080717,Main,Food,0.581838266,0.235,0.27,0.335,1.82,1.15,5.47,18.228,11.49,23.183,0,0,62.76283827,0.009270426,0.003744254,0.004301909,0.005337553,0.028998051,0.018322944,0.087153484,0.290426636,0.183070115,0.369374627,0,0,Lower Elwha,581,11,0.38,0.912,0.4884
8,new8,6.606158957,6.611876565,0.038706868,6.536012498,6.687740633,3.480359957,3.480455589,0.013010624,3.454955234,3.505955943,152,153.3333186,4.761769503,152,162.6662153,1,Delta, East New Estuary Wk1,17,EP7,ED,2016,Fall,92816,NA,0,4,0.4,11.6,0.296,NA,NA,10.33,NA,NA,NA,122.26,0.0002,NA,NA,0.0016,0.0038,NA,NA,EP7-092816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009289,42,0.61,39.78,3,EP7-092816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Delta,544,10,0.47,1.083,0.5186
32,new32,2.402417553,2.40313922,0.00825075,2.386968047,2.419310392,1.695217625,1.695229221,0.00444054,1.686525923,1.703932519,45,56.99988193,15.61180134,45,87.59845028,3,Delta, East New Estuary wk3,17,EP7,ED,2016,Fall,92816,NA,0,4,0.4,11.6,0.296,NA,NA,10.33,NA,NA,NA,122.26,0.0002,NA,NA,0.0016,0.0038,NA,NA,EP7-092816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009289,42,0.61,39.78,3,EP7-092816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Delta,50,8,0.749,1.558,0.744
10,new10,1.813564949,1.817371288,0.019823141,1.778518646,1.856223931,1.298011233,1.298031762,0.00737336,1.283580243,1.312483282,59,73.06175374,9.216162686,59,91.12510068,1,Delta, ES2 wk1,18,EP3,ED,2016,Fall,92816,NA,0,63,0.01,12.5,1.109,NA,NA,8.9,NA,NA,NA,69.49,0.001,NA,NA,0.0017,0.0017,NA,NA,EP3-092816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00631,40,-22.875,17.02,8,EP3-092816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Delta,371,4,0.465,0.645,0.3811
34,new34,1.544341206,1.549061634,0.020151946,1.509564547,1.588558722,1.159088934,1.15910365,0.005945928,1.147449845,1.170757456,53,71.28425505,12.9633778,53,96.69200866,3,Delta, ES2 wk3,18,EP3,ED,2016,Fall,92816,NA,0,63,0.01,12.5,1.109,NA,NA,8.9,NA,NA,NA,69.49,0.001,NA,NA,0.0017,0.0017,NA,NA,EP3-092816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00631,40,-22.875,17.02,8,EP3-092816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Delta,147,4,0.545,0.755,0.3862
9,new9,2.869819692,2.888093418,0.045413501,2.799084591,2.977102245,1.8818709,1.882063691,0.017536796,1.847692202,1.91643518,70,100.7237039,22.36554438,70,144.5593654,1,Delta,ES1 wk1 ,19,ES1,ED,2016,Fall,100216,NA,0,36,0.09,12.5,0.495,NA,NA,5.65,NA,NA,NA,19.85,0.001,NA,NA,0.0021,0.0007,NA,NA,ES1-100216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009767,45,-0.854,8.84,10,ES1-100216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Delta,544,10,0.47,1.083,0.5186
33,new33,2.641762531,2.64531684,0.017358815,2.611294187,2.679339492,2.09942567,2.099500884,0.007668635,2.084470635,2.114531133,67,75.65356418,8.163449211,67,91.65363062,3,Delta, ES1,19,ES1,ED,2016,Fall,100216,NA,0,36,0.09,12.5,0.495,NA,NA,5.65,NA,NA,NA,19.85,0.001,NA,NA,0.0021,0.0007,NA,NA,ES1-100216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009767,45,-0.854,8.84,10,ES1-100216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Delta,50,8,0.749,1.558,0.744
11,new11,4.037694628,4.056386368,0.061667366,3.935520552,4.177252185,2.256344162,2.256627757,0.02483535,2.207951366,2.305304148,75,84.84516903,7.204848224,75,98.96641207,1,Delta, ES2  New wk1,20,SSS-EP1,ED,2016,Fall,92816,NA,0,14,0.24,13.5,1.388,NA,NA,12.21,NA,NA,NA,51.73,0.001,NA,NA,0.0015,0.0023,NA,NA,EP1-092816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.011725,35,-1.5555,12.56,6,EP1-092816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Delta,371,4,0.465,0.645,0.3811
35,new35,1.18459539,1.185151112,0.004035446,1.177241784,1.193060441,1.053159366,1.053160271,0.001238045,1.050733747,1.055586796,42,53.99980606,14.47805285,42,82.37626821,3,Delta, ES1 new wk3,20,SSS-EP1,ED,2016,Fall,92816,NA,0,14,0.24,13.5,1.388,NA,NA,12.21,NA,NA,NA,51.73,0.001,NA,NA,0.0015,0.0023,NA,NA,EP1-092816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.011725,35,-1.5555,12.56,6,EP1-092816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Delta,147,4,0.545,0.755,0.3862
